time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
6.671097,0.9518,-0.5425,0.1075,1.101
6.688784,1.3502,-0.6632,-0.0366,1.505
6.707959,1.4563,-0.6501,-0.5364,1.683
6.726039,1.2207,-0.5066,-1.3210,1.869
6.743973,0.7603,-0.3699,-2.0688,2.235
6.762721,0.2269,-0.2923,-2.8176,2.842
6.781557,-0.0138,-0.3261,-3.4262,3.442
6.798919,-0.1200,-0.2213,-3.7361,3.745
6.817080,-0.3059,-0.2039,-3.9645,3.982
6.836198,-0.2390,-0.1704,-4.0947,4.105
6.853349,0.1816,-0.1389,-4.2128,4.219
6.871747,0.6666,0.0113,-4.2528,4.305
6.890175,0.8802,0.3435,-4.1627,4.269
6.908517,0.8629,0.6182,-3.6360,3.788
6.926639,0.5097,1.1054,-2.9282,3.171
6.945366,0.2349,1.3119,-2.0511,2.446
6.963523,0.4491,1.3705,-1.0539,1.786
6.981814,1.0181,1.5719,-0.2991,1.897
7.000551,1.5651,1.4998,0.7590,2.297
7.018428,2.0844,1.5001,1.6259,3.040
7.036468,2.1544,1.5718,2.3541,3.557
7.054358,1.4433,1.5968,3.2060,3.862
7.073143,0.1921,1.7649,3.9998,4.376
7.091570,-0.1859,1.6752,4.1695,4.497
7.109809,1.9052,-0.1610,5.5451,5.865
7.127985,2.2298,-1.5783,6.1794,6.756
7.146193,1.2034,-2.1974,5.5304,6.071
7.164568,1.4069,-1.3220,2.2754,2.984
7.183148,1.7404,-1.3995,-0.9298,2.419
7.201206,2.6571,-2.1116,-2.0818,3.982
7.219865,2.9058,-2.0670,-2.5655,4.393
7.238418,2.6925,-2.6341,-1.5588,4.076
7.256951,2.4157,-2.4558,-1.6973,3.840
7.274172,2.2156,-2.2166,-2.0298,3.734
7.292517,1.4518,-1.6548,-1.8158,2.854
7.311104,0.6738,-1.2051,-1.2304,1.849
7.329682,0.2753,-0.9983,-0.3989,1.110
7.347368,0.1136,-0.8151,0.2582,0.863
7.365699,0.2716,-0.6560,0.5004,0.869
7.384180,0.4595,-0.6041,0.3616,0.841
7.402435,0.7704,-0.7483,-0.0973,1.078
7.420980,0.9161,-0.6873,-0.7900,1.391
7.439207,0.8524,-0.5170,-1.3074,1.644
7.457004,0.8747,-0.5080,-1.7333,2.007
7.475707,0.9580,-0.2811,-2.2679,2.478
7.494204,0.9848,-0.1631,-2.4623,2.657
7.512460,0.5483,0.1287,-2.4696,2.533
7.530816,0.0348,0.3126,-2.3077,2.329
