time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.909622,0.7348,2.0656,-1.4132,2.608
5.927840,1.7511,1.6658,0.7120,2.520
5.946126,1.5016,0.7466,0.9835,1.944
5.964730,0.7743,-0.3583,-0.5482,1.014
5.982681,0.2811,-1.2277,-1.3599,1.854
6.001219,-0.2356,-1.9085,-1.0841,2.207
6.019622,-0.4230,-2.1555,-0.4885,2.250
6.037545,-0.3137,-2.0580,0.1502,2.087
6.056340,-0.1514,-2.0918,0.5035,2.157
6.074643,-0.1475,-2.1437,0.0417,2.149
6.092593,0.2663,-2.2388,-0.0461,2.255
6.111042,0.6992,-2.5435,0.1861,2.644
6.129717,0.6343,-2.8750,0.3615,2.966
6.148336,0.4880,-3.2108,0.5345,3.291
6.166275,0.1172,-3.6783,0.3657,3.698
6.184221,-0.1522,-3.7902,-0.2159,3.799
6.202601,-0.2840,-3.5080,-0.8917,3.631
6.220800,0.1165,-2.6955,-1.0529,2.896
6.238867,0.5179,-1.9719,-0.6115,2.129
6.257279,0.1575,-1.3923,-0.0546,1.402
6.276426,0.0080,-0.5095,-0.2441,0.565
6.294074,1.3209,0.7970,-0.7360,1.709
6.312262,2.3594,2.3262,-0.7575,3.399
6.331086,1.8408,3.3518,-1.0858,3.975
6.348626,0.5424,4.2646,-1.1698,4.455
6.367744,0.1882,5.3820,-1.2284,5.524
6.385512,0.5304,5.4625,-0.4885,5.510
6.403889,0.4771,3.6942,1.2984,3.945
6.422478,-0.3132,3.0336,-0.1481,3.053
6.440053,-0.5836,2.9095,-1.3322,3.253
6.458838,0.0950,2.9474,-0.3343,2.968
6.476974,0.8565,2.8693,0.2290,3.003
6.495153,0.6306,1.7003,-0.2218,1.827
6.514089,0.1458,0.2305,-0.3585,0.450
6.531995,-0.2402,-0.8021,-0.4740,0.962
6.550555,0.1263,-1.0819,-0.0257,1.090
6.568682,0.6455,-0.7815,0.5786,1.167
6.586391,0.4868,-0.7503,0.3205,0.950
6.605187,0.2696,-1.2253,-0.1434,1.263
6.623346,0.0100,-1.6985,-0.4012,1.745
6.641716,-0.4064,-1.8108,-0.0787,1.858
6.659632,-0.6240,-1.2921,0.1830,1.447
6.678031,-0.4221,-0.6032,0.0733,0.740
6.696372,-0.1566,-0.2522,-0.3405,0.452
6.715121,-0.2910,-0.3065,-0.7931,0.899
6.732666,-0.7216,-0.5415,-0.9142,1.284
6.751782,-0.7105,-0.5668,-0.7980,1.210
6.770163,-0.6038,-0.3437,-0.3154,0.763
6.787686,-0.5124,-0.1348,0.3213,0.620
6.806040,-0.0015,0.4277,0.0587,0.432
6.824691,0.1415,0.5090,-0.5022,0.729
6.843041,-0.2226,0.2664,-1.3395,1.384
6.861208,-0.5861,0.2876,-0.9912,1.187
6.879641,-0.4571,0.4484,0.4142,0.763
6.898398,-0.2330,0.6355,0.4458,0.810
6.917527,-0.0001,1.3256,-1.1409,1.749
6.934602,0.4932,2.2448,-2.2043,3.185
6.952276,1.5084,2.6531,-0.8954,3.181
6.970980,1.8556,3.1885,1.4366,3.959
6.988995,1.3414,3.0023,2.1067,3.905
7.007953,0.9740,1.4254,2.7007,3.205
7.026027,0.3750,-0.1963,3.0395,3.069
7.044097,-0.3038,-1.6026,2.4454,2.939
7.062928,-0.4465,-2.6163,0.9158,2.808
7.080709,-0.1123,-2.4058,-0.3785,2.438
7.098949,-0.3032,-2.2278,-1.3358,2.615
7.117361,0.0927,-1.3604,-0.6204,1.498
7.135928,0.5709,-0.5804,0.8321,1.164
7.153676,0.7828,-0.1344,1.0123,1.287
7.172060,0.7697,0.1786,0.6484,1.022
7.190231,0.9594,0.2996,0.5323,1.137
7.208724,0.9083,0.2389,0.2948,0.984
7.227086,0.6032,-0.1530,0.2660,0.677
7.245863,0.4328,-0.3918,0.2151,0.622
7.263829,0.6237,-0.5959,0.0662,0.865
7.282759,0.9165,-0.7592,-0.0195,1.190
7.301684,1.1458,-0.7348,-0.2466,1.383
7.319259,1.2927,-0.5331,-0.5001,1.485
7.336519,1.1222,-0.6831,-0.6143,1.450
7.355593,0.9402,-0.9042,-0.2318,1.325
7.373440,0.7151,-1.2048,0.5126,1.492
7.391999,0.3950,-1.3502,0.8938,1.667
7.410610,0.3191,-1.0838,-0.0222,1.130
7.428422,0.8577,-0.3714,-2.0032,2.211
7.447562,1.4674,-0.0786,-2.4223,2.833
7.465058,1.2096,-0.1746,-0.7737,1.446
7.484527,0.8979,-0.0362,0.2787,0.941
7.503566,0.8988,0.7048,0.3729,1.202
7.521286,1.1320,1.5798,-0.9883,2.180
7.538592,1.8463,2.3193,-2.7851,4.068
7.556244,1.8669,2.7424,-2.2914,4.032
7.574763,1.6704,2.3600,-0.0677,2.892
7.592895,0.9074,1.9315,1.8476,2.823
7.611714,0.4041,1.5101,2.9409,3.331
7.629986,0.0055,0.5315,3.1940,3.238
7.648127,-0.6237,-0.2292,2.4843,2.572
7.667583,-1.1743,-0.5376,1.7430,2.169
7.684582,-1.0648,-0.7964,1.0341,1.684
7.703124,-0.4765,-0.8163,0.6509,1.148
7.721066,0.0483,-0.6762,0.7829,1.036
7.739495,0.3308,-0.5339,0.9789,1.163
7.757583,0.7162,-0.0885,0.7806,1.063
7.776657,1.2057,0.3565,0.4248,1.327
7.795569,1.3310,0.4534,0.2689,1.432
7.812687,1.0846,0.0136,0.5061,1.197
7.831723,0.7376,-0.6716,0.7222,1.232
7.850210,0.2008,-1.2177,0.9468,1.555
7.867628,-0.1701,-1.1808,0.8708,1.477
7.886039,-0.0799,-0.8627,0.4316,0.968
7.904570,0.2688,-0.3680,0.0590,0.460
7.922842,0.6276,0.0748,-0.2721,0.688
7.940738,0.9081,0.1185,-0.1798,0.933
7.958820,0.6006,-0.2175,-0.0310,0.639
7.977248,0.0618,-0.6978,-0.0818,0.705
7.996156,-0.5618,-1.2124,-0.2908,1.367
8.014317,-0.8013,-1.2160,-0.3600,1.500
8.032216,-0.7166,-0.9083,-0.4855,1.255
8.050779,-0.5032,-0.7642,-0.3742,0.989
8.069458,-0.2447,-0.4922,-0.1576,0.572
8.086966,-0.1083,0.1561,-0.2379,0.304
8.105305,0.1884,0.6321,-0.5518,0.860
8.123899,0.3243,0.6927,-0.2331,0.800
8.141889,0.1230,0.1533,0.3951,0.441
8.160697,-0.1097,-0.3314,0.7692,0.845
8.179716,-0.6549,-0.5585,0.6558,1.082
8.197624,-0.9539,-0.0384,-0.0940,0.959
8.215624,-0.1087,1.3212,-1.3658,1.903
8.235942,1.1368,2.7441,-1.5103,3.332
8.251867,1.2709,4.0095,-0.7657,4.275
8.270246,1.5502,4.0577,0.3735,4.360
8.288153,2.5403,2.9564,3.0078,4.923
8.307107,2.5207,0.7454,4.7362,5.417
8.324664,0.9211,-1.5599,3.7293,4.146
8.343349,-0.8533,-3.1997,1.6344,3.693
8.361521,-1.6515,-3.5134,0.4169,3.905
8.380572,-1.0365,-2.5328,0.0876,2.738
8.399838,0.3338,-1.0893,-0.2624,1.169
8.417835,1.5741,0.4477,-0.4761,1.704
8.435346,2.0361,1.3302,0.3472,2.457
8.453285,1.8665,1.3410,0.9804,2.499
8.471549,1.6656,1.0222,1.1779,2.282
8.489459,1.6298,0.4371,0.9025,1.914
8.508443,1.4326,-0.1705,0.2942,1.472
8.526176,1.0165,-1.0698,-0.3303,1.512
8.545349,0.5832,-1.8684,-0.4014,1.998
8.563347,0.1614,-2.4090,-0.1893,2.422
8.581510,0.2091,-2.1985,0.1493,2.213
8.600201,0.9541,-1.2422,0.5290,1.653
8.618255,1.5012,-0.6073,0.2753,1.643
8.637138,1.4576,-0.7317,-0.3835,1.675
8.654784,1.1099,-0.9801,-0.6681,1.624
8.672483,1.1250,-0.8781,-0.5392,1.526
8.690724,1.1011,-0.7919,-0.9019,1.629
8.709308,1.7104,-0.4796,-0.9133,1.997
8.727599,1.7665,-0.5893,-0.8370,2.042
8.745897,1.4590,-0.9521,-0.6865,1.873
8.764099,1.1166,-1.0693,-0.6674,1.684
8.783138,1.2626,-0.7420,-0.8553,1.696
8.802801,1.3883,-0.5339,-1.0556,1.824
8.820443,1.5118,-0.1634,-1.1134,1.885
8.838196,1.7147,0.1526,-0.5491,1.807
8.855748,1.4530,0.2266,-0.0702,1.472
8.874315,1.2156,0.2216,-0.2184,1.255
8.892552,1.4031,0.5912,-0.7629,1.703
8.910740,1.8785,1.4144,-2.0197,3.100
8.929925,2.0205,2.5772,-4.0649,5.220
8.947331,1.9975,3.1601,-2.7632,4.649
8.965435,1.2473,3.0899,1.3441,3.593
8.985166,0.0981,2.4008,4.4487,5.056
9.002245,-0.9008,1.8260,5.2932,5.671
9.020601,-1.8943,1.1418,4.1060,4.664
9.041530,-2.0715,0.2040,3.1175,3.749
9.060362,-0.9417,-0.1595,2.9335,3.085
9.076096,0.7520,-0.3311,2.1156,2.270
9.093531,1.3577,-0.5802,0.3603,1.520
9.112526,1.1334,-0.9974,-0.6249,1.634
9.130162,0.4832,-1.0492,0.0447,1.156
9.148852,0.0278,-0.6017,1.2810,1.416
9.168782,0.2628,0.0405,2.0635,2.081
9.186004,0.7025,0.4485,2.2391,2.389
9.204065,0.5585,0.3245,1.7707,1.885
9.221896,0.2406,0.0314,1.4765,1.496
9.240021,0.0552,-0.3220,1.6599,1.692
9.258455,-0.0510,-0.6538,1.6984,1.821
9.276688,0.0419,-1.0455,1.7405,2.031
9.295064,0.1899,-0.9500,1.4058,1.707
9.313450,0.3691,-0.6695,0.2235,0.797
9.332692,0.4236,-0.8279,-0.6783,1.151
9.349849,0.4359,-1.4381,-0.1752,1.513
9.369246,0.0836,-1.9379,0.7620,2.084
9.386652,-0.5785,-2.2123,0.8279,2.432
9.404529,-0.7452,-2.0564,0.8601,2.350
9.424582,-0.6419,-1.7560,0.9950,2.118
9.441984,-0.6484,-1.5257,0.6366,1.776
9.459439,-0.4489,-1.1904,0.0336,1.273
9.478981,-0.2906,-0.9075,-0.1285,0.962
9.496196,0.1439,-0.7203,0.4869,0.881
9.515204,0.4572,-1.3454,1.3645,1.970
9.532668,0.3098,-2.2468,1.2340,2.582
9.551562,-0.1581,-2.9371,0.3392,2.961
9.569336,-1.0804,-3.1346,-0.7261,3.394
9.587968,-1.2658,-2.5205,-0.7641,2.922
9.606698,-0.6950,-1.9833,-0.1157,2.105
9.625353,-0.0836,-1.7699,0.3565,1.807
9.642454,-0.3693,-1.7202,0.1163,1.763
9.660793,-0.4865,-1.3431,-0.0338,1.429
9.679642,0.1376,0.0052,-0.3995,0.423
9.697345,1.6032,1.4338,-1.2146,2.470
9.716237,1.5100,2.4154,-1.0170,3.025
9.734114,0.0879,2.9655,1.1178,3.170
9.752142,-0.7224,4.3888,4.2450,6.148
9.770592,-0.9373,5.8984,4.6956,7.597
9.788871,1.2799,5.0005,2.3225,5.660
9.807896,3.4835,3.6153,-0.6636,5.064
9.826169,1.5845,2.9878,-2.0780,3.969
9.843932,0.2526,2.2291,-1.2592,2.573
9.862744,0.1529,1.4947,0.6055,1.620
9.880780,0.3549,0.3239,1.3895,1.470
9.899285,0.5314,-0.6782,1.0251,1.339
